inscricao,nota_final_fase_2
 10021948, 36.33 
 10018709, 36.17 
 10015470, 36.00 
 10023100, 36.00 
 10028421, 36.00 
 10024617, 36.00 
 10029814, 36.00 
 10000557, 35.83 
 10026884, 35.83 
 10014924, 35.83 
 10013269, 35.67 
 10029341, 35.67 
 10008377, 35.50 
 10008672, 35.33 
 10016186, 35.33 
 10013280, 35.33 
 10001115, 35.33 
 10003499, 35.33 
 10023276, 35.33 
 10012660, 35.33 
 10011591, 35.33 
 10021677, 35.33 
 10008355, 35.00 
 10029371, 35.00 
 10026377, 35.00 
 10011564, 35.00 
 10001253, 35.00 
 10013615, 35.00 
 10014054, 34.67 
 10031428, 34.67 
 10000396, 34.67 
 10029568, 34.50 
 10022303, 34.50 
 10007992, 34.50 
 10021772, 34.33 
 10001022, 34.33 
 10027046, 34.17 
 10014317, 34.00 
 10024704, 34.00 
 10004138, 33.83 
 10030436, 33.50 
 10005986, 33.50 
 10004906, 33.33 
 10029316, 33.33 
 10010591, 33.00 
 10018599, 33.00 
 10014366, 33.00 
 10021252, 33.00 
 10012108, 33.00 
 10029098, 33.00 
 10001159, 33.00 
 10009605, 33.00 
 10001258, 33.00 
 10030028, 33.00 
 10015562, 33.00 
 10009584, 33.00 
 10005051, 32.83 
 10013704, 32.50 
 10019192, 32.50 
 10021152, 32.50 
 10018833, 32.50 
 10017255, 32.50 
 10015550, 32.50 
 10001787, 32.50 
 10021422, 32.50 
 10031398, 32.50 
 10013884, 32.50 
 10028409, 32.50 
 10016573, 32.50 
 10028965, 32.50 
 10016363, 32.50 
 10018649, 32.50 
 10007874, 32.50 
 10022178, 32.50 
 10001583, 32.00 
 10021931, 31.83 
 10006684, 31.50 
 10015338, 31.50 
 10012625, 31.50 
 10032293, 31.50 
 10020106, 31.50 
 10023340, 31.50 
 10024651, 31.33 
 10005978, 31.17 
 10029991, 31.00 
 10029530, 31.00 
 10030220, 31.00 
 10025683, 30.83 
 10007187, 30.83 
 10004762, 30.67 
 10022997, 30.50 
 10020202, 30.50 
 10001766, 30.50 
 10000624, 30.50 
 10009840, 30.00 
 10026644, 30.00 
 10002841, 30.00 
 10029409, 30.00 
 10021500, 30.00 
 10030154, 30.00 
 10028940, 30.00 
 10001595, 30.00 
 10004367, 30.00 
 10031067, 30.00 
 10023698, 30.00 
 10011206, 30.00 
 10010345, 30.00 
 10028427, 30.00 
 10021247, 30.00 
 10030091, 30.00 
 10005615, 30.00 
 10020104, 30.00 
 10003476, 30.00 
 10026852, 30.00 
 10021326, 30.00 
 10028689, 30.00 
 10006848, 30.00 
 10029747, 30.00 
 10008830, 30.00 
 10030947, 30.00 
 10025747, 30.00 
 10002434, 30.00 
 10031226, 30.00 
 10029889, 30.00 
 10022937, 30.00 
 10022986, 30.00 
 10030275, 30.00 
 10027139, 30.00 
 10007258, 30.00 
 10000196, 30.00 
 10025623, 30.00 
 10017881, 30.00 
 10024145, 30.00 
 10002973, 30.00 
 10015892, 30.00 
 10005989, 30.00 
 10027590, 30.00 
 10024309, 30.00 
 10002154, 30.00 
 10030027, 30.00 
 10016440, 30.00 
 10027337, 30.00 
 10014997, 30.00 
 10028787, 30.00 
 10016495, 30.00 
 10001292, 30.00 
 10032115, 29.50 
 10006115, 29.50 
 10003996, 29.33 
 10025311, 29.17 
 10001927, 29.00 
 10008999, 29.00 
 10028013, 28.67 
 10003790, 28.50 
 10027960, 28.50 
 10010905, 28.50 
 10009738, 28.00 
 10020162, 28.00 
 10021591, 28.00 
 10015043, 27.83 
 10017276, 27.50 
 10020748, 27.50 
 10032006, 27.50 
 10014300, 27.50 
 10031526, 27.33 
 10001671, 27.00 
 10002087, 27.00 
 10024621, 27.00 
 10006803, 27.00 
 10022534, 26.67 
 10013037, 26.67 
 10004848, 26.50 
 10028915, 26.50 
 10003472, 26.50 
 10018170, 26.33 
 10031783, 26.33 
 10006409, 26.33 
 10027936, 26.33 
 10028388, 26.00 
 10009080, 26.00 
 10016999, 25.83 
 10022824, 25.50 
 10015973, 25.50 
 10001691, 25.50 
 10029704, 25.50 
 10023391, 25.50 
 10014735, 25.50 
 10025677, 25.50 
 10025595, 25.50 
 10010263, 25.50 
 10005914, 25.50 
 10006090, 25.50 
 10020710, 25.50 
 10013729, 25.50 
 10018940, 25.50 
 10008782, 25.50 
 10020266, 25.50 
 10013009, 25.50 
 10021515, 25.50 
 10024539, 25.50 
 10026945, 25.50 
 10013244, 25.50 
 10006054, 25.50 
 10011477, 25.50 
 10014755, 25.33 
 10013096, 25.00 
 10014834, 25.00 
 10015108, 25.00 
 10027549, 25.00 
 10000835, 25.00 
 10002967, 24.83 
 10017755, 24.50 
 10000900, 24.50 
 10006573, 24.50 
 10011499, 24.50 
 10029697, 24.50 
 10013024, 24.33 
 10014598, 24.00 
 10005143, 24.00 
 10014908, 24.00 
 10023403, 24.00 
 10006615, 23.83 
 10019981, 23.83 
 10010014, 23.50 
 10024946, 23.50 
 10000487, 23.50 
 10012326, 23.50 
 10025716, 23.33 
 10027368, 23.17 
 10028005, 23.00 
 10006148, 23.00 
 10010672, 23.00 
 10030407, 22.83 
 10002025, 22.83 
 10013768, 22.67 
 10010979, 22.67 
 10024019, 22.50 
 10018586, 22.50 
 10021342, 22.50 
 10024597, 22.50 
 10019819, 22.50 
 10005028, 22.50 
 10029317, 22.50 
 10015866, 22.50 
 10018163, 22.50 
 10013348, 22.50 
 10019203, 22.00 
 10027432, 22.00 
 10015291, 21.50 
 10022640, 21.00 
 10010969, 21.00 
 10002802, 21.00 
 10025888, 21.00 
 10012971, 21.00 
 10027242, 21.00 
 10007288, 21.00 
 10000363, 21.00 
 10021060, 21.00 
 10015831, 21.00 
 10024626, 21.00 
 10030965, 21.00 
 10009678, 21.00 
 10014455, 21.00 
 10016381, 20.50 
 10030878, 20.50 
 10005400, 20.50 
 10002620, 20.33 
 10027233, 20.00 
 10027396, 20.00 
 10006028, 20.00 
 10024960, 20.00 
 10001416, 2.50 
 10004189, 2.50 
 10025983, 2.50 
 10004093, 2.50 
 10025568, 2.50 
 10013413, 2.50 
 10007758, 2.50 
 10000064, 2.50 
 10010002, 2.50 
 10011099, 2.50 
 10010756, 2.50 
 10021482, 2.50 
 10016551, 2.50 
 10024116, 19.50 
 10031747, 19.50 
 10022063, 19.50 
 10014039, 19.50 
 10008088, 18.67 
 10008680, 18.50 
 10010727, 18.50 
 10019863, 18.50 
 10028846, 18.00 
 10030194, 18.00 
 10016769, 18.00 
 10031333, 18.00 
 10005984, 18.00 
 10029449, 18.00 
 10025139, 18.00 
 10015890, 17.83 
 10026374, 17.50 
 10026404, 17.50 
 10031525, 17.50 
 10021633, 17.50 
 10014752, 17.50 
 10002452, 17.50 
 10004089, 17.33 
 10007771, 17.33 
 10017695, 17.33 
 10015621, 17.33 
 10015457, 17.33 
 10024300, 17.00 
 10009437, 17.00 
 10031604, 17.00 
 10012489, 17.00 
 10031817, 16.50 
 10030199, 16.50 
 10022088, 16.50 
 10003460, 16.50 
 10030050, 16.50 
 10012711, 16.50 
 10022897, 16.50 
 10012507, 16.50 
 10002612, 16.50 
 10023626, 16.50 
 10023859, 16.50 
 10012112, 16.50 
 10030077, 16.50 
 10018157, 16.50 
 10023719, 16.50 
 10029756, 16.00 
 10029113, 16.00 
 10012013, 16.00 
 10006354, 16.00 
 10029560, 16.00 
 10021626, 15.50 
 10012612, 15.50 
 10002107, 15.33 
 10019204, 15.00 
 10018364, 15.00 
 10019496, 15.00 
 10025895, 15.00 
 10016219, 15.00 
 10011485, 15.00 
 10009790, 15.00 
 10002493, 15.00 
 10027071, 15.00 
 10022059, 15.00 
 10017577, 14.50 
 10028196, 14.33 
 10028778, 14.00 
 10010952, 14.00 
 10015929, 13.50 
 10021487, 13.50 
 10019332, 13.50 
 10030799, 13.50 
 10028828, 13.50 
 10009540, 13.50 
 10029522, 13.50 
 10019287, 13.50 
 10022682, 13.50 
 10012687, 13.50 
 10027720, 13.50 
 10014581, 13.50 
 10029696, 13.50 
 10017303, 13.50 
 10006446, 13.50 
 10016277, 13.50 
 10002815, 13.33 
 10032002, 13.33 
 10032264, 13.33 
 10007902, 13.33 
 10009139, 13.33 
 10018336, 13.17 
 10006243, 12.83 
 10002566, 12.50 
 10009539, 12.50 
 10021354, 12.50 
 10015946, 12.50 
 10018054, 12.50 
 10029804, 12.00 
 10017934, 12.00 
 10012534, 12.00 
 10000111, 12.00 
 10006177, 12.00 
 10014083, 12.00 
 10012156, 12.00 
 10004336, 12.00 
 10027828, 12.00 
 10003979, 12.00 
 10005558, 11.50 
 10014364, 11.50 
 10000936, 11.50 
 10027179, 11.50 
 10021404, 100.00 
 10012270, 100.00 
 10031093, 100.00 
 10027627, 100.00 
 10021112, 100.00 
 10015928, 100.00 
 10017586, 100.00 
 10010280, 100.00 
 10028776, 100.00 
 10030186, 100.00 
 10023998, 100.00 
 10022002, 100.00 
 10008369, 100.00 
 10015995, 100.00 
 10029053, 100.00 
 10017408, 100.00 
 10000436, 100.00 
 10009494, 100.00 
 10006747, 100.00 
 10030382, 100.00 
 10005757, 100.00 
 10000442, 100.00 
 10018404, 100.00 
 10018185, 100.00 
 10025029, 100.00 
 10028936, 100.00 
 10021097, 100.00 
 10010654, 100.00 
 10015557, 100.00 
 10029651, 100.00 
 10012403, 100.00 
 10011412, 100.00 
 10017466, 100.00 
 10027166, 100.00 
 10020577, 100.00 
 10002155, 100.00 
 10009003, 100.00 
 10028878, 100.00 
 10005917, 100.00 
 10023600, 100.00 
 10002845, 100.00 
 10007713, 100.00 
 10003205, 100.00 
 10025519, 100.00 
 10027636, 100.00 
 10021627, 100.00 
 10014063, 100.00 
 10014243, 100.00 
 10001856, 100.00 
 10017547, 100.00 
 10027772, 100.00 
 10026247, 100.00 
 10027487, 100.00 
 10000398, 100.00 
 10001080, 100.00 
 10002556, 100.00 
 10024061, 100.00 
 10016873, 100.00 
 10010388, 100.00 
 10009112, 100.00 
 10007783, 100.00 
 10012120, 100.00 
 10010417, 100.00 
 10012000, 100.00 
 10003784, 100.00 
 10024490, 100.00 
 10009162, 100.00 
 10007423, 100.00 
 10010336, 100.00 
 10025133, 100.00 
 10015619, 100.00 
 10023293, 100.00 
 10002165, 100.00 
 10009913, 100.00 
 10030903, 100.00 
 10019720, 100.00 
 10022489, 100.00 
 10002584, 100.00 
 10011446, 100.00 
 10025501, 100.00 
 10001683, 100.00 
 10003538, 100.00 
 10013449, 100.00 
 10016724, 100.00 
 10028520, 100.00 
 10009202, 100.00 
 10021269, 100.00 
 10020293, 100.00 
 10016169, 100.00 
 10007657, 100.00 
 10020306, 100.00 
 10021545, 100.00 
 10030519, 100.00 
 10006538, 100.00 
 10026524, 100.00 
 10012393, 100.00 
 10009304, 100.00 
 10024818, 100.00 
 10023433, 100.00 
 10010310, 100.00 
 10004355, 100.00 
 10018299, 100.00 
 10027478, 100.00 
 10014550, 100.00 
 10008086, 100.00 
 10010734, 100.00 
 10019723, 100.00 
 10027711, 100.00 
 10021493, 100.00 
 10005606, 100.00 
 10014348, 100.00 
 10012245, 100.00 
 10032257, 100.00 
 10018466, 100.00 
 10014866, 100.00 
 10024244, 100.00 
 10022500, 100.00 
 10023995, 100.00 
 10030561, 100.00 
 10009125, 100.00 
 10016272, 100.00 
 10006975, 100.00 
 10008774, 100.00 
 10002971, 100.00 
 10018530, 100.00 
 10029167, 100.00 
 10013845, 100.00 
 10029451, 100.00 
 10024902, 100.00 
 10016815, 100.00 
 10013850, 100.00 
 10017419, 100.00 
 10009175, 100.00 
 10014350, 100.00 
 10024089, 100.00 
 10020647, 100.00 
 10011316, 100.00 
 10015100, 100.00 
 10029071, 100.00 
 10013097, 100.00 
 10013644, 100.00 
 10023846, 100.00 
 10022372, 100.00 
 10023146, 100.00 
 10030169, 100.00 
 10023740, 100.00 
 10023608, 100.00 
 10028754, 100.00 
 10021117, 100.00 
 10018887, 100.00 
 10001192, 100.00 
 10027620, 100.00 
 10001093, 100.00 
 10001418, 100.00 
 10019201, 100.00 
 10017712, 100.00 
 10005562, 100.00 
 10014560, 100.00 
 10029882, 100.00 
 10029380, 100.00 
 10031297, 100.00 
 10006206, 100.00 
 10030821, 100.00 
 10019487, 100.00 
 10027879, 100.00 
 10023244, 100.00 
 10018846, 100.00 
 10007213, 100.00 
 10026243, 100.00 
 10000074, 100.00 
 10021298, 100.00 
 10021392, 100.00 
 10016422, 100.00 
 10025155, 100.00 
 10010940, 100.00 
 10009473, 100.00 
 10001141, 100.00 
 10028149, 100.00 
 10001873, 100.00 
 10000230, 100.00 
 10000971, 100.00 
 10013468, 100.00 
 10015319, 100.00 
 10001069, 100.00 
 10008616, 100.00 
 10014999, 100.00 
 10004465, 100.00 
 10029297, 100.00 
 10009578, 100.00 
 10028811, 100.00 
 10017816, 100.00 
 10004008, 100.00 
 10027989, 100.00 
 10022879, 100.00 
 10019154, 100.00 
 10015309, 100.00 
 10010346, 100.00 
 10009110, 100.00 
 10024547, 100.00 
 10001408, 100.00 
 10024959, 100.00 
 10001474, 100.00 
 10027928, 100.00 
 10023052, 100.00 
 10000916, 100.00 
 10031751, 100.00 
 10002028, 100.00 
 10031220, 100.00 
 10001633, 100.00 
 10005315, 100.00 
 10009680, 100.00 
 10009027, 100.00 
 10007521, 100.00 
 10025380, 100.00 
 10007893, 100.00 
 10029390, 100.00 
 10019134, 100.00 
 10019962, 100.00 
 10020703, 100.00 
 10001468, 100.00 
 10021654, 100.00 
 10017821, 100.00 
 10009358, 100.00 
 10030968, 100.00 
 10028512, 100.00 
 10007012, 100.00 
 10031400, 100.00 
 10023788, 100.00 
 10025051, 100.00 
 10029572, 100.00 
 10014245, 100.00 
 10014898, 100.00 
 10027830, 100.00 
 10007175, 100.00 
 10011877, 100.00 
 10000390, 100.00 
 10015649, 100.00 
 10000832, 100.00 
 10028440, 100.00 
 10016713, 100.00 
 10006430, 100.00 
 10025178, 100.00 
 10025112, 100.00 
 10010129, 100.00 
 10032409, 100.00 
 10024571, 100.00 
 10024572, 100.00 
 10011481, 100.00 
 10018035, 100.00 
 10015059, 100.00 
 10002534, 100.00 
 10024104, 100.00 
 10002143, 100.00 
 10007330, 100.00 
 10016636, 100.00 
 10002536, 100.00 
 10003306, 100.00 
 10022834, 100.00 
 10025883, 100.00 
 10002603, 100.00 
 10000450, 100.00 
 10022209, 100.00 
 10021614, 100.00 
 10030677, 100.00 
 10004577, 100.00 
 10027667, 100.00 
 10004314, 100.00 
 10019796, 100.00 
 10026672, 100.00 
 10011951, 100.00 
 10017967, 100.00 
 10007475, 100.00 
 10025849, 100.00 
 10009006, 100.00 
 10009203, 100.00 
 10010188, 100.00 
 10027253, 100.00 
 10030690, 100.00 
 10029595, 100.00 
 10022349, 100.00 
 10031554, 100.00 
 10026261, 100.00 
 10029489, 100.00 
 10019578, 100.00 
 10028984, 100.00 
 10032428, 100.00 
 10013414, 100.00 
 10020744, 100.00 
 10003850, 100.00 
 10020322, 100.00 
 10008801, 100.00 
 10027384, 100.00 
 10010466, 100.00 
 10023654, 100.00 
 10031176, 100.00 
 10029479, 100.00 
 10020909, 100.00 
 10020110, 100.00 
 10004643, 100.00 
 10022575, 100.00 
 10025549, 100.00 
 10005209, 100.00 
 10024977, 100.00 
 10019274, 100.00 
 10022478, 100.00 
 10015684, 100.00 
 10014456, 100.00 
 10019486, 100.00 
 10030384, 100.00 
 10011918, 100.00 
 10005570, 100.00 
 10012500, 100.00 
 10031472, 100.00 
 10010409, 100.00 
 10000968, 100.00 
 10027574, 100.00 
 10017549, 10.67 
 10013025, 10.50 
 10018858, 10.50 
 10014310, 10.50 
 10018403, 10.00 
 10019490, 10.00 
 10014548, 10.00 
 10024605, 10.00 
 10031787, 0.00 
 10023843, 0.00 
 10019539, 0.00 
 10026026, 0.00 
 10001806, 0.00 
 10021249, 0.00 
 10026484, 0.00 
 10028370, 0.00 
 10014450, 0.00 
 10014739, 0.00 
 10011423, 0.00 
 10016108, 0.00 
 10002284, 0.00 
 10019988, 0.00 
 10005871, 0.00 
 10010317, 0.00 
 10026768, 0.00 
 10030032, 0.00 
 10029189, 0.00 
 10018160, 0.00 
 10026203, 0.00 
 10015372, 0.00 
 10025004, 0.00 
 10023183, 0.00 
 10013254, 0.00 
 10008314, 0.00 
 10024994, 0.00 
 10006003, 0.00 
 10023569, 0.00 
 10007585, 0.00 
 10000209, 0.00 
 10009574, 0.00 
 10005888, 0.00 
 10001422, 0.00 
 10012824, 0.00 
 10017814, 0.00 
 10013102, 0.00 
 10029191, 0.00 
 10031087, 0.00 
 10001897, 0.00 
 10022161, 0.00 
 10005688, 0.00 
 10029015, 0.00 
 10009521, 0.00 
 10020149, 0.00 
 10013700, 0.00 
 10023257, 0.00 
 10016672, 0.00 
 10029224, 0.00 
 10012175, 0.00 
 10004201, 0.00 
 10009672, 0.00 
 10009867, 0.00 
 10002619, 0.00 
 10030737, 0.00 
 10018370, 0.00 
 10005002, 0.00 
 10028398, 0.00 
 10022373, 0.00 
 10003339, 0.00 
 10020916, 0.00 
 10006832, 0.00 
 10003880, 0.00 
 10009367, 0.00 
 10029937, 0.00 
 10015265, 0.00 
 10007190, 0.00 
 10017259, 0.00 
 10017264, 0.00 
 10003947, 0.00 
 10002101, 0.00 
 10009583, 0.00 
 10004278, 0.00 
 10022902, 0.00 
 10028465, 0.00 
 10009576, 0.00 
 10011048, 0.00 
 10000922, 0.00 
 10010698, 0.00 
 10021870, 0.00 
 10003545, 0.00 
 10025218, 0.00 
 10008325, 0.00 
 10026695, 0.00 
 10012827, 0.00 
 10031151, 0.00 
 10030513, 0.00 
 10018012, 0.00 
 10031052, 0.00 
 10019522, 0.00 
 10026604, 0.00 
 10002216, 0.00 
 10023804, 0.00 
 10030452, 0.00 
 10005918, 0.00 
 10020437, 0.00 
 10029059, 0.00 
 10028255, 0.00 
 10016711, 0.00 
 10027310, 0.00 
 10011925, 0.00 
 10004770, 0.00 
 10008329, 0.00 
 10019880, 0.00 
 10020013, 0.00 
 10027808, 0.00 
